[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-]
49;322;0.07708282;0.16464509;0.14870039;10.201201;2500;1.5788324;0.7219855;1.7812343;0.80448705;1.1538837;1.0552669;1.4178375;1.1205653;1.803148;1.1883353;1.6984929;0.74037784;1.5814006;0.9128932;0.17758490812481798
201;859;0.08774647;0.104448326;0.10344678;7.6968436;2500;1.4907837;1.2551804;1.6962249;1.0496241;1.3018018;0.76984894;1.5824348;1.1226146;1.6412836;0.9926971;1.3049891;0.90885407;1.6773837;0.92480135;0.12140330648728148
40;351;0.031128427;0.13355438;0.21493255;8.959046;2500;0.87168056;0.9857171;1.8838851;0.96810806;1.0996338;1.1672759;0.87586784;1.0216054;1.922216;1.0223923;1.1319604;1.2678318;0.8266695;0.9041778;0.33039080319232106
17;489;0.046337068;0.13206582;0.29917404;13.842888;2500;1.3448119;1.2768306;1.6438433;0.83136773;1.5078695;1.1852673;1.0173187;1.014342;1.4909291;1.2414432;1.5114341;0.9826046;0.8754301;0.80982363;0.5146041851049348
102;659;0.057732746;0.12469801;0.17421848;3.9729698;2500;1.0309821;0.7056125;0.99787134;0.77894616;1.2136236;0.80078727;1.322213;1.0736743;1.1732885;0.7366984;1.8319122;1.1449293;1.2483077;1.1364361;0.25140310146440015
65;1129;0.07512017;0.10092125;0.19956948;5.663369;2500;1.4528549;0.75638556;1.2522527;1.1055075;0.96709394;1.149005;1.6150687;1.1100019;1.835533;0.9240507;1.5103744;1.0802822;1.2576965;1.108404;0.3238446159354889
296;955;0.08014119;0.106539354;0.11164737;7.8356996;2500;1.2390679;0.7449101;0.91483873;1.240116;1.5502965;0.93198603;1.0801626;1.1812309;0.81613904;0.7332557;0.809186;0.7848132;1.6793376;0.99938935;0.13622169964594932
97;230;0.07113461;0.089169145;0.21421735;6.18959;2500;1.7913126;0.7335994;1.3921409;0.8533044;1.9157636;1.0124625;1.376431;0.93188626;1.4082433;0.89795065;1.1718411;1.2523446;1.1681604;0.7349012;0.3668772681795304
74;1060;0.058576956;0.13182192;0.14201422;4.3151836;2500;0.8766733;0.7802276;1.1034688;1.0687356;0.9141147;1.2450107;1.389805;0.849204;1.5833925;0.8288094;1.5603402;0.9729916;1.0321413;0.9655067;0.18176366476128655
67;1015;0.058929555;0.24075323;0.10309164;16.5224;2500;1.3122567;0.89991176;1.6545092;0.79678977;1.9980199;1.2166445;1.1911328;1.2505739;1.957049;1.0258068;1.3357213;1.2726005;1.4820459;0.7716895;0.07521713744360811
118;896;0.08852966;0.13817753;0.23676895;4.0849776;2500;1.8305005;0.7804636;0.8944126;0.8449726;1.7196137;0.9577852;0.9253968;0.7961574;1.4657297;1.1224061;1.4545887;0.84542316;1.2269658;1.2470115;0.3733180836632445
185;625;0.09717544;0.10448799;0.12954807;13.192836;2500;1.5865321;0.78707856;0.8919166;0.81002504;1.2818255;1.2027663;1.6871628;0.8890821;1.4505805;1.0135516;1.2229112;0.7233159;0.88697577;1.0719802;0.1731163313787673
236;93;0.055258576;0.20281452;0.120230265;9.574022;2500;1.0113088;0.9699989;1.9414464;1.0252614;1.691084;0.8574446;0.8254618;0.8168451;1.588158;1.1906067;0.855406;1.0719452;1.7951494;0.83901805;0.11194960237039864
115;856;0.039532732;0.18088634;0.14563455;4.10571;2500;1.7696078;1.0759882;1.8200684;0.7254491;1.9956679;0.78550476;0.8378502;0.8569115;1.4447714;0.83671;1.9521083;1.1727395;1.1308043;0.8387428;0.16447990167376217
191;626;0.0168308;0.1375939;0.1275075;6.633431;2500;1.2026669;0.72697186;1.2238854;0.9790604;1.3584659;0.9288742;1.5278485;1.078951;1.263738;1.2010819;1.4080219;0.8937095;0.8598712;0.949785;0.15064957324650224
149;378;0.08508798;0.14702047;0.22457288;3.0794463;2500;1.4263681;1.0446889;0.8074115;1.2405967;1.0260235;0.99619913;1.2377077;0.75128484;1.2977682;1.1579435;1.0531688;1.0724674;1.5907761;0.91060245;0.3406769459155753
255;21;0.06220516;0.13340484;0.1534132;2.8211312;2500;1.5038817;1.0491496;1.1422814;0.78384787;0.9374644;1.0323472;0.9027289;0.8153847;0.8703759;0.7024438;1.0320159;0.8153568;1.0661798;1.0965533;0.20345252415370121
175;284;0.036267422;0.19941017;0.23419827;7.8192987;2500;0.94163054;0.89254194;1.1018782;1.0544585;1.8861958;0.8087672;1.7944366;0.99712276;1.2970089;1.20825;1.9467417;1.0529351;0.9387047;0.7417557;0.32559109706834294
94;730;0.0316428;0.1443399;0.2091943;15.347553;2500;1.5937539;0.8131058;1.6926136;0.72501206;1.8833613;0.98470455;0.8910018;1.0373758;1.0003458;1.2296441;1.1045194;0.81092644;0.98809;1.1963601;0.31039570830785945
214;143;0.08114493;0.14123756;0.17072664;8.556119;2500;1.6208112;1.07952;1.3668005;1.0302625;1.6095493;0.81167996;0.9911527;1.0482227;1.5868645;0.9450938;1.5339773;0.7142891;1.9555777;0.9760147;0.23345893450921862
247;789;0.049131487;0.12991454;0.13869533;11.809512;2500;1.5612434;1.1687828;1.4834659;1.1757767;1.8672032;0.92005944;1.3891841;1.2763326;1.3870738;0.9218615;1.7243392;0.8511915;1.2417644;0.87379473;0.1763052922938237
144;985;0.037657667;0.15716465;0.23454732;3.434511;2500;1.6120946;0.87044126;1.868619;0.8168789;1.9330847;1.0536214;1.1023955;0.80255926;0.97574234;0.99985963;1.4910567;0.99965715;1.5448328;0.9343244;0.3542237924583146
296;388;0.08663488;0.16643983;0.20488597;17.746368;2500;1.0883951;1.0059068;1.2994566;0.9298071;1.6118754;0.91617364;1.0959258;0.74239886;1.1328528;0.84650207;1.9398406;1.1712106;1.4763653;1.1710397;0.28680777829704657
264;107;0.022294108;0.16185379;0.24416998;7.2774267;2500;1.0763758;0.7593369;0.8086927;0.9499246;0.804857;0.70477194;1.3345491;0.998871;0.9244309;1.1421705;1.4308687;0.9407963;1.2905403;0.90580595;0.3710043017308476
67;176;0.022634758;0.18993585;0.2012251;4.5969667;2500;1.0984745;1.1691196;1.9444565;1.2174951;1.1823329;1.1069477;0.9897238;0.94310135;1.2697685;1.0332958;0.92043906;0.90241146;1.3841428;0.8170875;0.265654280876582
238;435;0.03289456;0.12807624;0.26041332;7.7182083;2500;1.1164663;1.0976255;1.4374439;0.7254184;1.0425847;1.0017891;1.1915554;1.1777238;1.8126081;0.7507887;1.0901167;1.0674539;1.0574652;0.97779787;0.43295094920791416
184;977;0.05461534;0.198459;0.20994817;19.422682;2500;1.2348956;0.9570213;0.9345286;0.8901753;1.4786484;0.7811595;1.2276655;0.7021422;1.8843458;1.2155598;1.317315;1.2479777;1.0414358;1.2439992;0.2780358497780884
165;764;0.032721173;0.19812031;0.26266843;12.969969;2500;1.1001192;1.06315;1.8045065;0.7583785;1.5393069;0.7503103;1.9502313;0.7821874;1.7076311;0.88613945;1.5424863;1.2891484;0.97332;0.7366718;0.38421105445922793
159;1042;0.039707463;0.23236111;0.20994388;3.299304;2500;1.9606049;1.2730434;1.0307436;1.0954336;1.9422252;0.9317619;1.6011235;1.1458137;1.7832929;0.84624416;1.2810262;0.8702361;1.4893239;1.221284;0.26051752321360777
257;1193;0.038481552;0.19177976;0.2923486;4.0767717;2500;0.9003363;1.0371498;1.6461407;1.0078142;1.9253591;1.263668;1.9458804;0.97263825;1.9906449;1.1631787;1.3769268;1.0862437;1.1179086;0.86178094;0.4503496297898171
187;251;0.11661469;0.18251735;0.27063835;15.491405;2500;1.8182539;0.9563031;1.2049028;1.0199997;0.878856;0.91988665;1.8925358;1.1721872;1.6092962;0.9976285;1.0979016;1.2984223;1.1258087;1.2396675;0.41152817250882556
165;836;0.07865046;0.10751933;0.15082349;17.062168;2500;1.228133;0.9716294;1.9241048;0.80503744;1.7015369;1.2868298;1.1381872;1.1120311;0.85659105;1.2614595;1.4292057;1.0967647;1.7978398;0.70850456;0.21476484848344946
24;565;0.045114107;0.21620186;0.2456286;2.566423;2500;1.5290514;0.8091468;1.4859207;0.9222976;1.3580108;1.1339203;1.5276036;0.81899035;1.0934069;0.8443743;1.9394106;0.7390134;1.5253177;0.88585854;0.3384309187650255
140;597;0.077927455;0.13692154;0.12639698;6.5819273;2500;1.1802249;1.2459885;1.1362121;1.2246015;1.8417424;1.2845235;1.4087033;0.8290851;1.2671417;1.0596086;1.8593521;1.0944246;1.1720818;1.2708523;0.1488725200933115
273;397;0.03992932;0.16646536;0.28221866;1.8977609;2500;1.8824512;1.0305563;1.2347727;1.0709151;0.8099632;1.2142366;1.8052608;0.902697;1.1453925;0.7202728;1.6576089;0.7728189;1.9973162;0.82200795;0.44812737555015525
216;417;0.117403775;0.14232561;0.16910915;3.3612123;2500;0.8794865;0.9369927;1.3634305;1.2169542;1.3823024;1.188695;1.5912516;1.2662952;1.0940603;1.2893494;0.88619757;1.2016677;1.7946198;0.8952659;0.229533807532492
24;814;0.060887575;0.23244597;0.19548552;3.6183312;2500;1.1171578;1.2617698;1.8726269;1.0782245;1.224053;0.80558735;1.0737649;0.9780885;1.510735;0.7062775;1.3756748;1.037296;1.0839932;0.87645674;0.2334524099018838
266;748;0.040003076;0.22333346;0.104113914;9.306635;2500;1.9532002;1.0305916;1.3191353;1.0444546;1.3972255;0.88788885;1.9133832;0.8152774;0.8234009;0.8661247;1.5860403;1.2168014;1.8022873;0.8035038;0.0806934243881236
249;389;0.054998927;0.1445195;0.27352503;1.2406641;2500;1.2294295;0.78772503;1.5000947;1.2391503;1.6976701;1.1079097;1.4758036;0.8135073;1.1311584;0.7119231;1.3923131;1.1340005;1.9924145;0.83535284;0.44731820091704144
168;151;0.036619056;0.1898647;0.2896028;14.551952;2500;1.1017997;1.1160312;1.0201895;1.0005141;1.658998;0.89826006;1.3635019;1.2902344;1.2409194;0.8640479;1.5542574;0.85675097;1.8449967;1.0882717;0.4459811353383799
16;698;0.032743514;0.14982748;0.19410029;8.662607;2500;1.1561397;1.2802166;1.0285313;1.1308014;1.0751443;1.0495784;0.81529886;1.2627362;1.5356963;1.2684698;0.8533834;1.168384;1.0088178;0.82555324;0.2754833068904839
173;889;0.05726535;0.18577047;0.13758099;8.624351;2500;0.93791634;1.1960962;0.9486165;0.7714573;0.9852318;0.7571029;0.8767583;1.1804963;0.917598;0.92269444;0.8287401;1.0645698;1.31102;0.99760234;0.1479038299637231
25;674;0.076641895;0.13374618;0.23875871;19.276854;2500;1.2075914;0.9282426;1.0164477;0.8108431;1.451097;0.9945138;1.3782687;1.2868013;1.0723588;0.97578526;1.5560954;1.0733085;1.4954423;0.8976279;0.3811521396448493
102;14;0.027032739;0.15718722;0.1593921;7.2911687;2500;1.1820886;1.1852008;1.2083182;0.97283876;1.7227343;1.1463678;1.2583362;1.2516122;1.9381211;1.237683;0.9572644;1.2164887;1.5392472;0.7395789;0.20184023553202618
192;345;0.03272249;0.12044142;0.29200116;1.7838299;2500;1.1347528;0.98875904;1.1837044;0.90601903;1.9988964;1.1620008;0.90030926;0.7997423;1.0728145;0.7096282;1.249893;0.954003;1.4088298;0.94410866;0.5097561339105865
274;936;0.12803769;0.16076097;0.16223116;8.69232;2500;0.89768356;0.94280195;1.6949297;0.84008867;0.80032533;0.9315912;1.8116571;0.91343194;1.6516712;1.2479337;1.8830024;1.246963;1.0897042;1.2456636;0.205444426864546
113;893;0.033903196;0.12791993;0.21514465;9.873921;2500;1.5133928;1.0333313;1.5670173;0.8979537;1.1519669;1.1356359;1.1444336;0.8587374;1.7772144;1.2887124;1.435117;0.98136365;1.7608598;1.1316712;0.33519718966078427
259;22;0.03337472;0.1660217;0.10988898;9.94006;2500;1.6240345;0.7460749;1.1121567;1.1100923;1.7941033;1.0356982;1.236028;0.86615586;1.6847557;0.96637565;1.2621752;0.7464562;1.0841615;1.2772263;0.1067464707544182
276;569;0.055971544;0.1225965;0.29796168;9.810918;2500;1.6431087;0.85854834;1.1082674;1.0852228;1.4233693;0.90519315;1.7392431;0.93893564;1.0688196;0.8142208;1.1241069;1.0833201;1.035138;0.9151319;0.5209391612410024
16;530;0.025398599;0.1987205;0.21523193;7.3514147;2500;0.99374;1.0475473;1.1390728;0.7701664;0.9241721;0.7382283;0.9701176;1.108322;0.9384794;1.1143042;1.7448804;0.8010126;1.42609;0.99857;0.2882765579023033
79;786;0.07556481;0.10367692;0.2950629;11.377831;2500;1.5766727;0.77036643;1.2669833;1.290953;1.0621779;0.7316024;1.1918497;1.158574;1.919731;1.1641586;1.7216482;1.0519034;1.9735085;0.8231346;0.5335193110395535
215;158;0.04921758;0.21121407;0.16014378;17.543158;2500;1.8670379;0.94614875;1.4261719;1.1196231;1.2372392;0.7925343;0.84600425;1.1434001;1.0211173;0.9487065;0.851956;0.8614198;1.9435205;1.0414392;0.17806232256146112
229;749;0.028135916;0.15558702;0.20543209;7.807627;2500;1.9736341;1.1965046;1.6239374;0.83404547;1.997549;1.1770439;1.4134154;1.0770595;0.80072486;1.1891123;1.1013563;1.036473;0.86700076;1.2890916;0.29491047620570693
123;1136;0.07526721;0.1025513;0.10367741;11.165177;2500;1.8728772;1.2363049;1.49062;0.7522466;1.4778969;0.765822;1.6985314;1.0199605;0.839934;0.8433329;1.8087516;1.271946;1.5589995;1.0294327;0.12285113181174463
200;452;0.07978544;0.10274735;0.2541643;17.10339;2500;0.9644908;0.8095591;1.1755224;1.2334204;1.2937047;0.98200065;1.8560096;0.9910921;1.9154779;0.72714394;1.4879436;1.2763387;1.580852;1.2044517;0.4426710598615807
187;411;0.07666509;0.1179694;0.13330004;8.573296;2500;1.9445525;1.2667749;1.4095275;0.91770923;1.6320325;0.7586908;1.9417348;0.93955207;1.8239529;1.0838256;1.03397;0.8706373;1.9975355;0.97099733;0.17246508353650217
224;43;0.04773758;0.19853714;0.18506578;3.589883;2500;1.1888707;0.9802209;1.8465648;0.8381059;1.1991986;1.1223767;1.7862462;1.2620142;0.9256998;1.0164174;1.9640632;0.8314929;1.4164909;0.9687921;0.2299152824127905
218;78;0.056392074;0.12505218;0.23400721;9.21685;2500;0.83572704;0.79123855;1.4842243;0.8691319;1.1858215;0.7462962;1.0674684;1.2422211;1.982959;0.7237746;1.2131789;0.99003947;1.2378123;1.031618;0.3780832671865738
34;1118;0.12411435;0.13041319;0.11642434;10.587147;2500;1.237105;1.1503365;0.928238;0.86090183;0.9574199;1.0738056;1.2252584;1.2797985;1.0649301;0.8288112;1.2180014;0.879748;1.8935033;1.2228519;0.1331815224637433
55;1170;0.062449794;0.15207584;0.25672507;17.50313;2500;1.1687273;0.7511732;1.4129789;1.1654989;1.4568855;1.1014991;0.8789939;0.9925371;1.4400766;1.0502753;0.83667225;1.0975502;0.8885586;0.9883507;0.4049989352009644
48;16;0.086158745;0.09339254;0.2611591;17.206852;2500;1.611253;1.1389775;1.9521254;1.0867761;1.7830249;0.80650395;1.8266051;0.83231056;1.6633044;1.0920519;1.8016635;0.87543094;0.98215306;0.88950104;0.4677972911129605
280;1081;0.068924285;0.117082395;0.20625927;15.601362;2500;1.980645;1.1190435;1.4630405;0.9081734;1.4123204;0.83246034;1.2953644;0.81367785;1.402912;1.105793;1.2794992;0.9389559;1.7910527;0.9800881;0.3247980442521267
274;217;0.100345455;0.12875462;0.22099225;8.270751;2500;1.6723894;1.0824924;0.9600062;0.89829826;1.9878428;1.2795663;1.7199627;0.91703784;1.4460555;0.943958;1.1307298;0.8380847;1.1756693;1.0481994;0.3470369997753583
241;678;0.036594328;0.1702;0.11884308;6.261778;2500;1.6134201;1.1966989;1.7824416;1.2741128;1.5642629;0.7706762;1.0703738;1.0463446;1.8359684;1.1449676;1.096447;1.085002;1.5587769;0.98916906;0.12077990115085126
43;816;0.10687506;0.12018344;0.18976238;9.387379;2500;1.0033033;1.1937925;1.1459545;1.0864816;1.4490507;1.1858747;0.8009463;1.0454222;1.4387866;1.1123221;1.2576166;0.9126794;1.2748839;1.1425542;0.2872105680838381
176;437;0.119993985;0.15189295;0.268229;7.0721784;2500;1.663521;0.9644712;1.2487608;1.1343956;1.4074352;1.1230382;1.8317766;0.72044134;1.1281724;0.7828688;1.6473461;0.74821043;1.097217;1.2687471;0.4297890869685468
64;639;0.064949244;0.091925465;0.11786263;19.618488;2500;1.1263807;1.0097245;1.9642503;0.8788309;0.8943206;0.8270551;0.91599303;1.2926815;1.8712454;1.0498934;0.9590751;1.2932994;1.6302524;1.0170279;0.157370024749405
116;756;0.099606074;0.10943552;0.29774174;2.60383;2500;1.134625;0.95064926;1.039934;1.2941512;1.9776657;1.2251778;1.490633;1.0074247;1.8689288;0.8123989;1.9460881;0.70087236;1.8127499;0.81705546;0.5335830790555203
87;240;0.08822842;0.124088004;0.19718345;10.610244;2500;1.3197237;1.0680903;1.2330341;1.1478488;1.8355484;0.74216026;1.8791304;1.2726221;0.987789;1.1045921;1.6543777;1.0202817;1.8025755;0.9108887;0.2999675871801559
250;1193;0.062051527;0.12558603;0.10255849;8.298428;2500;1.8718832;1.0135343;1.9536122;0.84422576;0.9848217;1.0323455;1.5867684;1.0027997;0.8668478;1.071592;1.437633;0.8364895;1.4176946;1.2080649;0.10961145320741313
51;252;0.077748165;0.13853371;0.16798092;15.6757765;2500;1.0604447;0.87784755;1.8770305;1.2532514;1.9766726;0.7945895;1.0044388;1.2424538;1.9405328;1.2555834;0.95621395;1.0423366;0.8949936;1.1222003;0.2295912358505226
197;22;0.1006619;0.13433306;0.20012292;12.331379;2500;1.8707291;0.9538527;0.81868815;0.933153;1.0005;1.0330933;1.8926302;0.9982239;1.0831411;0.815127;1.027188;1.1380144;1.8502262;0.74732155;0.29859083949652254
295;1133;0.09501742;0.14272632;0.29179758;2.1432834;2500;1.3956028;1.0388851;1.7310736;0.74077517;0.8853869;1.0437989;1.3329281;0.9555695;1.746953;0.9583672;0.9451931;0.7258709;1.8055719;1.2684585;0.4886743294056869
209;520;0.08433909;0.16613589;0.24104644;13.792587;2500;0.88269615;1.1800807;0.92919004;0.92509955;1.3644172;0.7005467;1.2809119;1.2372134;1.8581878;0.7618017;1.3353661;1.0432186;0.92730385;1.0620263;0.36138892725862515
32;484;0.054791123;0.1067242;0.21620719;10.359913;2500;1.6082814;0.78093815;1.4993773;1.1859242;1.0682415;1.176923;0.98518366;0.74395055;1.5807296;0.8863735;1.4792423;1.004748;1.670001;0.9174128;0.35509563237313746
273;338;0.099013224;0.119987905;0.29330328;12.707899;2500;1.6055042;1.0373719;1.64965;0.95970196;0.9013954;0.80983245;1.8739581;0.71063673;0.80493885;1.1118584;1.1576754;0.9553427;1.7527425;0.9476578;0.5130974319408528
196;40;0.027409436;0.23623246;0.15899535;2.739274;2500;1.9589568;1.2630512;1.3934157;1.0124335;1.11286;0.7645439;1.6928883;0.98567;0.82636166;0.81107134;1.2758633;1.0709076;1.8181564;1.2970914;0.1664473352106874
142;324;0.084504984;0.13375182;0.17594048;10.68557;2500;1.1837497;0.94521326;1.9967388;0.9895697;1.2443094;1.1640292;0.80196196;1.1036444;1.2661916;1.1986786;1.4020685;1.2945169;1.9041857;0.8767945;0.24884508032419878
201;478;0.08106786;0.16740504;0.25364277;11.038783;2500;0.91839576;0.741104;1.400743;1.2731019;1.4409833;0.79955006;1.6121658;1.1212322;1.134409;0.964525;1.5571537;1.2220637;1.9453366;1.1259826;0.3868472886081114
264;629;0.103852555;0.13471475;0.21889673;3.7786403;2500;1.3326007;1.2097528;0.96149206;0.72626054;1.8966643;1.2845309;1.803227;1.0678921;0.8997577;0.91741693;0.9885883;0.9940112;1.5524726;0.8849144;0.3379166743144794
148;554;0.040025227;0.1796826;0.14379884;12.678311;2500;1.1378754;0.827341;0.8436361;0.86488146;1.4079393;1.2424628;1.7392298;0.76310456;0.88656825;1.1776242;1.9367713;1.039619;1.5361046;0.71563655;0.16164469746980573
164;1056;0.050192416;0.11164687;0.2502131;18.26965;2500;1.4565583;1.1184645;1.6040008;1.167101;1.9978726;0.7527683;1.5028162;1.1945606;1.5349392;1.187625;1.1524639;1.0939995;1.1415908;1.2853373;0.4253998403136062
141;1094;0.037006687;0.20797706;0.15344214;1.4825369;2500;1.4822015;0.9770552;1.2978373;0.7360071;1.5113591;1.0302154;1.760605;1.000617;1.5340108;0.7568809;1.0439855;1.2697059;1.5143217;1.1329197;0.1673698638852916
31;387;0.08372684;0.14645012;0.21177569;5.8047695;2500;1.211308;1.264492;1.6107585;0.907539;1.814389;1.0605037;1.0227456;0.86647654;1.6204702;1.2922806;1.7955469;0.83110297;1.573357;1.2978297;0.31428494912861576
238;1151;0.06117184;0.08968084;0.27124774;7.252747;2500;1.9438754;1.1643085;1.5750488;1.2207651;1.4359149;0.74989194;0.84429955;0.77173316;1.9866639;1.1699668;1.489952;1.2618951;1.7789081;1.2944574;0.4945245820262929
46;1039;0.06325371;0.11777479;0.15502083;11.340655;2500;1.0084205;1.1811817;1.2626606;0.75956696;1.1609038;1.2550995;1.8092685;1.1373997;0.80644715;0.9253545;1.3950459;0.9605476;1.5981011;1.0159163;0.21649155689264593
124;1113;0.05125103;0.107958905;0.252233;15.061751;2500;1.0604838;1.0605675;1.2506286;0.7988542;1.9995096;0.8873802;1.8078301;0.79903764;1.312486;0.7300818;1.696622;1.262733;1.7607692;1.040473;0.4333427435825196
122;850;0.055904638;0.1796305;0.27226686;13.558884;2500;1.2621932;0.78365004;1.3788844;0.8957867;1.6001681;0.74240404;1.1502844;1.0362241;1.4866058;0.8275234;1.3309703;0.89704597;1.0806725;0.9003888;0.4170385043239419
91;245;0.05419576;0.09807643;0.16342969;9.774627;2500;1.4471823;0.8016895;1.3478934;1.1324136;1.9464153;1.2755073;1.7554338;0.7507619;1.1789408;0.78366804;1.1050917;1.1606561;1.5788666;1.1055801;0.24822837929748068
126;242;0.12707238;0.14929077;0.1393218;19.239468;2500;1.4431709;0.7265684;1.0598828;0.9207491;1.5670491;0.8245485;1.8638402;1.1359036;1.8304198;0.72479534;0.8193198;0.89003044;1.120656;1.2797362;0.16732128675495947
189;1091;0.11350754;0.17861055;0.27315158;7.4951196;2500;1.6469114;1.0776983;0.8177597;1.1970937;0.8241397;0.9196565;1.3440591;0.8013351;0.9034553;0.9170325;0.97081965;0.99328154;1.1764498;1.1844803;0.4196467793549466
100;613;0.03235442;0.26398245;0.19328035;15.896767;2500;0.904109;1.1141713;1.7956105;0.7025934;1.6636711;1.0047814;1.5126545;1.054331;1.9300792;0.7922535;1.1094706;0.8111226;1.2643656;0.79256344;0.21617587256086374
60;1069;0.055838156;0.1281495;0.16227098;16.69604;2500;1.9326977;0.82355356;1.8033515;0.73873156;1.9889865;0.8596724;0.9056087;0.8282469;1.6878253;1.0242143;1.4470934;1.0441456;1.1804872;1.244471;0.22455840184211934
262;867;0.088489935;0.1357812;0.10207629;2.9180079;2500;0.8661234;1.2154208;1.681347;1.2045093;1.5349939;1.2154433;0.8726486;1.2346117;1.0745763;1.1175563;1.8412869;1.2694874;1.0102618;0.8462113;0.10444879531752344
291;262;0.08557498;0.19810034;0.13880129;1.8324331;2500;1.5645801;0.9120957;1.2694969;0.9301476;1.5839969;1.015463;1.473729;1.2690115;1.1080189;0.8778919;0.8600168;1.2178483;1.9160002;1.1029589;0.14529413011880957
142;467;0.08517836;0.1679219;0.20254157;19.740437;2500;1.4305772;0.83150274;1.4201162;1.0021087;1.0557582;1.051275;1.0878973;1.2992734;0.80829865;0.8180241;1.1812123;1.195145;1.3499188;0.76637876;0.28114914039654393
